Slurm job ID    : 2230
Array task ID   : 10
Host            : 23037696r-i7809a0b3cd
Start time      : 2026-08-14T03:53:00+08:00
Instance        : /home/23037696r/Documents/research/or_benchmark/wp/instances/inactive_0.3/j40/j400203_1.sm
Output JSON     : /home/23037696r/Documents/research/or_benchmark/wp/results/inactive_0.3/j40/j400203_1.json
Gurobi log      : /home/23037696r/Documents/research/or_benchmark/wp/results/inactive_0.3/j40/logs/gurobi/j400203_1.log
Allocated CPUs  : 2
Running with command-line arguments
-----------------------------------
Instance file: /home/23037696r/Documents/research/or_benchmark/wp/instances/inactive_0.3/j40/j400203_1.sm
Instance summary
----------------
Tasks:          42
Active tasks:   28
Inactive tasks: 14
Arcs:           75
Total duration: 224
Total work:     333
Active work:    229
Delta (singleton critical-path makespan): 47
Chosen deadline: 52
Feasible by singleton schedule: yes
Deadline rule: automatic: d = ceil(1.1 * Delta) = 52
Set parameter Username
Set parameter LicenseID to value 2851961
Academic license - for non-commercial use only - expires 2027-08-07
Set parameter MIPGap to value 1e-06
Set parameter TimeLimit to value 13800
Set parameter Threads to value 2
Set parameter LogFile to value "/home/23037696r/Documents/research/or_benchmark/wp/results/inactive_0.3/j40/logs/gurobi/j400203_1.log"
Set parameter NumericFocus to value 1
Gurobi Optimizer version 13.0.2 build v13.0.2rc1 (linux64 - "Ubuntu 22.04.3 LTS")

CPU model: Intel Xeon Processor (Cascadelake), instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 46 physical cores, 46 logical processors, using up to 2 threads

Non-default parameters:
TimeLimit  13800
MIPGap  1e-06
NumericFocus  1
Threads  2

Optimize a model with 29211 rows, 12880 columns and 108819 nonzeros (Min)
Model fingerprint: 0x6a7d5659
Model has 8520 linear objective coefficients and an objective constant of 1.1588291899669123e+03
Variable types: 1484 continuous, 11396 integer (11200 binary)
Coefficient statistics:
  Matrix range     [1e+00, 2e+02]
  Objective range  [1e-02, 1e+03]
  Bounds range     [1e+00, 2e+02]
  RHS range        [1e+00, 2e+02]

Presolve removed 23736 rows and 5321 columns
Presolve time: 2.58s
Presolved: 5475 rows, 7559 columns, 36834 nonzeros
Variable types: 0 continuous, 7559 integer (6036 binary)
Found heuristic solution: objective 3923.0629862

Root relaxation: objective 2.389308e+03, 3602 iterations, 0.39 seconds (0.25 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 2389.30782    0   94 3923.06299 2389.30782  39.1%     -    3s
     0     0 2392.41417    0  101 3923.06299 2392.41417  39.0%     -    4s
H    0     0                    2588.7900102 2392.41789  7.59%     -    5s
H    0     0                    2585.2293911 2392.41789  7.46%     -    5s
H    0     0                    2584.1835805 2392.41789  7.42%     -    5s
     0     0 2392.43787    0  103 2584.18358 2392.43787  7.42%     -    5s
     0     0 2392.43787    0  102 2584.18358 2392.43787  7.42%     -    5s
     0     0 2398.78097    0  100 2584.18358 2398.78097  7.17%     -    6s
     0     0 2398.95761    0  105 2584.18358 2398.95761  7.17%     -    7s
     0     0 2400.25470    0  113 2584.18358 2400.25470  7.12%     -    8s
     0     0 2400.25527    0  112 2584.18358 2400.25527  7.12%     -    8s
     0     0 2402.93367    0  124 2584.18358 2402.93367  7.01%     -    9s
     0     0 2403.33917    0  146 2584.18358 2403.33917  7.00%     -    9s
     0     0 2403.61575    0  122 2584.18358 2403.61575  6.99%     -   10s
     0     0 2403.68412    0  124 2584.18358 2403.68412  6.98%     -   10s
     0     0 2403.69787    0  124 2584.18358 2403.69787  6.98%     -   10s
     0     0 2403.69816    0  125 2584.18358 2403.69816  6.98%     -   10s
     0     0 2403.95652    0  125 2584.18358 2403.95652  6.97%     -   11s
     0     0 2403.99665    0  124 2584.18358 2403.99665  6.97%     -   12s
     0     0 2404.00247    0  125 2584.18358 2404.00247  6.97%     -   12s
     0     0 2404.00582    0  126 2584.18358 2404.00582  6.97%     -   12s
     0     0 2404.10611    0  132 2584.18358 2404.10611  6.97%     -   13s
H    0     0                    2497.8546133 2404.10630  3.75%     -   13s
H    0     0                    2492.0266659 2404.10630  3.53%     -   13s
H    0     0                    2470.1587321 2404.10630  2.67%     -   13s
     0     0 2404.10722    0  132 2470.15873 2404.10722  2.67%     -   13s
     0     0 2404.17202    0  130 2470.15873 2404.17202  2.67%     -   14s
     0     0 2404.17410    0  147 2470.15873 2404.17410  2.67%     -   15s
     0     0 2404.21259    0  145 2470.15873 2404.21259  2.67%     -   15s
     0     0 2404.21320    0  144 2470.15873 2404.21320  2.67%     -   15s
     0     0 2404.24560    0  140 2470.15873 2404.24560  2.67%     -   16s
     0     0 2417.14709    0   64 2470.15873 2417.14709  2.15%     -   17s
     0     0 2417.14709    0   64 2470.15873 2417.14709  2.15%     -   17s
     0     0 2417.14709    0   64 2470.15873 2417.14709  2.15%     -   17s
     0     2 2417.42954    0   61 2470.15873 2417.42954  2.13%     -   18s
    11    13 2421.29752    5   52 2470.15873 2417.48886  2.13%   126   20s
    69    76 2436.06035   31    9 2470.15873 2417.48886  2.13%  52.0   25s
