Instance ID,Optimal Value,Optimal Solution
"j201_1,37,""[0,0,0,0,0,7,0,9,7,26,25,9,27,27,23,17,19,35,27,27,0,37]"""
"j201_2,33,""[0,0,0,12,8,0,7,12,8,3,16,19,16,16,23,27,23,27,27,20,23,33]"""
"j201_3,32,""[0,0,13,0,22,12,22,0,0,0,31,13,30,19,13,13,0,22,0,8,0,32]"""
"j201_4,33,""[0,0,0,0,0,0,8,18,0,5,10,9,19,26,28,18,16,9,10,0,0,33]"""
"j201_5,18,""[0,0,0,0,0,2,4,14,8,2,8,2,2,2,14,2,0,0,0,0,8,18]"""
"j201_6,33,""[0,0,0,9,10,17,16,0,0,10,21,8,23,23,23,23,27,19,15,15,0,33]"""
"j201_7,38,""[0,6,0,0,0,9,17,1,26,17,0,0,0,19,31,26,31,32,28,24,22,38]"""
"j201_8,26,""[0,0,0,3,0,6,10,10,0,10,0,23,20,23,23,20,9,9,14,0,0,26]"""
"j201_9,33,""[0,0,0,0,0,0,10,19,10,12,2,29,22,7,23,9,29,19,28,22,0,33]"""
"j201_10,34,""[0,0,0,0,0,12,0,6,12,13,12,17,19,18,27,27,32,28,27,29,22,34]"""
"j202_1,28,""[0,0,0,0,0,3,10,0,11,9,16,9,25,18,14,10,11,26,18,26,0,28]"""
"j202_2,29,""[0,0,0,8,9,0,0,8,9,3,13,15,12,16,19,23,20,26,25,25,28,29]"""
"j202_3,25,""[0,0,0,0,15,5,15,0,7,0,24,15,23,15,5,5,6,0,0,0,0,25]"""
"j202_4,28,""[0,0,0,0,0,0,0,17,0,5,18,9,19,21,23,12,18,8,9,0,0,28]"""
"j202_5,16,""[0,0,0,0,0,2,3,13,11,6,9,6,6,2,12,2,0,0,0,0,2,16]"""
"j202_6,25,""[0,0,0,6,7,13,8,0,0,13,10,0,15,15,15,15,19,13,17,23,0,25]"""
"j202_7,38,""[0,5,0,0,0,9,17,0,26,18,0,0,0,18,31,26,29,28,28,20,1,38]"""
"j202_8,26,""[0,0,0,3,0,0,10,10,0,12,0,20,20,20,15,17,9,9,16,0,0,26]"""
"j202_9,33,""[0,0,0,0,0,0,10,19,10,2,13,29,20,10,23,6,19,2,19,23,0,33]"""
"j202_10,32,""[0,6,0,0,0,14,0,0,10,15,10,17,17,16,25,26,30,27,25,28,26,32]"""
"j203_1,28,""[0,0,0,0,0,0,10,0,7,17,8,9,25,18,14,10,11,26,18,19,0,28]"""
"j203_2,29,""[0,0,0,8,9,0,2,9,9,3,13,15,12,16,19,23,20,26,25,25,28,29]"""
"j203_3,25,""[0,0,9,0,15,5,15,0,4,0,24,15,23,15,15,5,16,0,0,0,0,25]"""
"j203_4,26,""[0,0,0,0,0,0,0,10,0,5,10,9,17,19,19,18,16,8,9,0,0,26]"""
"j203_5,16,""[0,0,0,0,1,2,3,13,12,6,9,14,9,2,6,2,0,0,0,0,0,16]"""
"j203_6,23,""[0,0,4,3,0,6,6,0,0,12,12,0,13,13,13,21,18,5,17,13,0,23]"""
"j203_7,38,""[0,5,0,0,0,9,17,0,26,18,0,0,0,15,31,26,29,28,28,20,1,38]"""
"j203_8,26,""[0,0,0,3,0,0,10,10,0,12,0,20,20,18,17,17,9,9,17,0,0,26]"""
"j203_9,33,""[0,0,0,0,0,0,10,19,10,3,19,29,20,10,23,6,19,23,19,23,0,33]"""
"j203_10,32,""[0,0,0,2,0,14,0,1,10,15,10,17,17,16,29,26,25,26,27,28,23,32]"""
"j204_1,28,""[0,0,0,0,0,0,0,0,0,9,0,9,9,18,9,10,7,26,18,18,0,28]"""
"j204_2,29,""[0,0,0,0,0,0,0,5,0,3,7,7,12,9,19,23,20,26,25,12,12,29]"""
"j204_3,24,""[0,0,0,0,0,5,15,0,0,0,23,14,22,6,1,5,9,0,0,0,0,24]"""
"j204_4,23,""[0,0,0,0,0,0,0,10,0,5,10,6,12,16,14,9,13,8,5,0,0,23]"""
"j204_5,16,""[0,0,0,0,0,2,3,13,11,2,9,14,2,2,12,2,0,0,0,0,10,16]"""
"j204_6,21,""[0,0,0,3,0,6,4,0,0,9,8,0,11,11,13,8,16,3,8,8,0,21]"""
"j204_7,28,""[0,0,0,0,0,9,9,0,18,17,0,0,0,11,21,21,18,21,21,19,1,28]"""
"j204_8,21,""[0,0,0,3,0,0,9,10,0,0,0,19,10,18,17,10,11,9,12,0,0,21]"""
"j204_9,33,""[0,0,0,0,0,0,10,19,10,2,2,29,20,8,23,8,23,2,0,0,8,33]"""
"j204_10,31,""[0,0,0,0,0,0,0,0,10,7,10,10,17,16,29,25,29,29,26,30,29,31]"""
"j205_1,44,""[0,0,4,0,9,0,0,15,15,23,9,9,23,24,18,24,32,42,32,28,0,44]"""
"j205_2,42,""[0,0,0,14,7,25,11,22,15,31,9,35,15,31,37,35,23,31,6,0,6,42]"""
"j205_3,60,""[0,0,0,0,9,0,27,0,9,18,31,35,27,41,53,45,51,35,35,36,32,60]"""
"j205_4,36,""[0,15,0,0,0,2,7,16,6,17,21,6,22,30,31,30,30,19,12,0,9,36]"""
"j205_5,29,""[0,0,4,0,9,8,7,17,19,12,4,0,17,24,17,7,8,26,24,7,18,29]"""
"j205_6,26,""[0,0,9,12,3,5,9,19,0,0,13,0,4,20,25,22,22,11,13,10,8,26]"""
"j205_7,29,""[0,0,4,0,0,0,10,14,24,10,28,24,23,4,14,10,11,10,10,26,18,29]"""
"j205_8,28,""[0,0,9,0,9,14,15,23,27,19,26,24,17,9,0,10,18,6,10,0,0,28]"""
"j205_9,53,""[0,16,0,0,0,2,21,10,21,28,38,27,36,33,46,36,31,52,46,48,47,53]"""
"j205_10,38,""[0,4,14,4,19,16,16,4,0,0,23,24,25,12,33,33,29,29,23,36,22,38]"""
"j206_1,33,""[0,0,0,0,8,0,7,0,18,14,17,9,23,21,17,9,18,31,21,15,0,33]"""
"j206_2,29,""[0,0,0,9,7,0,17,4,0,17,15,13,9,10,24,22,21,20,6,0,4,29]"""
"j206_3,43,""[0,0,0,0,0,0,18,0,9,9,22,26,18,22,35,32,36,26,36,26,22,43]"""
"j206_4,25,""[0,0,1,0,0,0,2,7,9,7,10,13,9,24,20,18,17,23,12,14,1,25]"""
"j206_5,23,""[0,0,4,0,0,7,6,0,2,0,0,0,16,14,8,7,4,5,12,0,0,23]"""
"j206_6,24,""[0,0,1,5,3,5,9,0,0,10,0,0,0,19,13,11,3,0,22,0,8,24]"""
"j206_7,24,""[0,0,4,0,0,0,10,12,19,12,23,22,14,4,10,10,10,10,0,22,14,24]"""
"j206_8,23,""[0,0,0,0,9,14,14,9,13,19,16,15,9,6,0,9,0,0,0,0,0,23]"""
"j206_9,31,""[0,0,7,7,0,9,10,7,0,7,16,17,16,13,24,15,19,30,24,25,25,31]"""
"j206_10,26,""[0,0,0,0,5,8,11,4,0,7,10,11,15,0,23,23,16,20,20,24,10,26]"""
"j207_1,28,""[0,0,2,0,11,0,8,8,16,17,16,9,25,18,12,10,16,26,18,26,0,28]"""
"j207_2,29,""[0,0,0,9,0,5,15,3,0,17,11,9,9,9,24,22,21,12,6,0,0,29]"""
"j207_3,37,""[0,0,1,0,0,0,5,0,9,13,9,22,22,22,30,28,29,28,28,18,22,37]"""
"j207_4,24,""[0,0,0,0,0,1,1,6,13,7,9,12,9,22,19,18,17,19,19,14,0,24]"""
"j207_5,23,""[0,0,4,0,0,7,4,0,0,0,0,0,16,18,8,7,2,18,18,0,0,23]"""
"j207_6,24,""[0,0,0,0,0,5,9,0,0,7,0,0,1,19,10,6,20,0,0,0,20,24]"""
"j207_7,24,""[0,0,4,0,0,0,10,12,14,10,18,22,10,4,10,10,10,10,0,5,0,24]"""
"j207_8,23,""[0,0,0,0,9,14,11,7,11,19,13,14,9,6,0,0,0,0,0,0,0,23]"""
"j207_9,30,""[0,0,0,0,0,2,10,5,0,7,16,11,16,10,16,7,22,27,24,25,25,30]"""
"j207_10,25,""[0,0,4,0,11,8,10,0,0,0,10,13,15,4,19,23,18,19,18,9,12,25]"""
"j208_1,28,""[0,0,0,0,0,0,0,0,0,16,0,9,18,18,10,9,16,26,18,18,0,28]"""
"j208_2,26,""[0,0,0,9,0,0,15,0,0,17,12,12,9,12,21,19,18,10,10,0,0,26]"""
"j208_3,33,""[0,0,0,0,0,0,0,0,9,9,14,18,18,18,26,25,26,24,25,19,18,33]"""
"j208_4,23,""[0,0,0,0,0,0,0,10,0,7,8,12,10,22,18,18,17,18,17,0,0,23]"""
"j208_5,23,""[0,0,4,0,0,7,0,0,0,0,0,0,16,12,10,10,10,5,5,5,0,23]"""
"j208_6,24,""[0,0,0,0,0,5,9,0,0,0,0,4,0,19,5,6,4,4,0,0,0,24]"""
"j208_7,24,""[0,0,0,0,0,0,10,12,17,17,23,22,14,7,17,17,6,23,0,0,0,24]"""
"j208_8,23,""[0,0,0,0,9,14,0,5,14,19,3,21,17,3,3,3,3,0,3,0,0,23]"""
"j208_9,30,""[0,0,0,0,0,0,10,0,0,8,16,6,18,11,18,16,5,29,28,27,25,30]"""
"j208_10,23,""[0,0,0,0,5,11,10,0,0,0,10,9,13,0,20,21,16,19,22,5,12,23]"""
"j209_1,54,""[0,0,0,18,11,9,23,23,7,36,21,27,35,36,32,13,37,47,44,21,0,54]"""
"j209_2,43,""[0,0,4,0,0,6,4,26,23,13,25,17,30,31,15,41,31,38,40,36,13,43]"""
"j209_3,65,""[0,3,3,0,0,2,19,13,29,29,6,38,19,40,58,42,48,40,48,53,38,65]"""
"j209_4,30,""[0,8,0,0,10,0,10,18,20,23,17,26,26,19,21,13,21,8,6,18,0,30]"""
"j209_5,34,""[0,10,0,14,6,10,16,6,26,15,9,0,32,22,25,26,33,28,20,0,9,34]"""
"j209_6,45,""[0,0,5,0,2,1,4,10,5,20,24,19,24,24,14,10,30,31,40,19,10,45]"""
"j209_7,42,""[0,9,13,0,14,0,9,18,16,27,6,24,30,27,20,37,35,30,37,20,31,42]"""
"j209_8,55,""[0,0,10,16,16,4,10,0,16,25,19,36,30,25,49,49,52,46,36,30,39,55]"""
"j209_9,51,""[0,0,7,13,14,0,7,22,7,7,15,29,23,30,42,37,41,29,42,35,42,51]"""
"j209_10,57,""[0,24,14,10,9,21,0,29,0,12,24,41,31,52,50,40,49,31,30,42,31,57]"""
"j2010_1,29,""[0,0,0,0,7,9,0,0,4,15,13,9,18,19,9,11,17,27,19,27,23,29]"""
"j2010_2,28,""[0,9,0,1,0,0,6,17,10,0,10,16,20,17,4,26,17,26,25,20,15,28]"""
"j2010_3,41,""[0,6,0,0,3,0,0,8,10,6,14,26,21,19,34,31,25,21,31,21,29,41]"""
"j2010_4,25,""[0,0,0,0,2,0,10,8,19,13,14,9,13,2,0,8,4,8,6,9,0,25]"""
"j2010_5,22,""[0,0,0,0,0,3,8,5,15,10,6,0,21,17,12,20,15,8,14,0,3,22]"""
"j2010_6,26,""[0,4,0,0,0,0,4,5,2,5,5,11,5,14,11,11,16,17,21,11,7,26]"""
"j2010_7,30,""[0,0,0,5,5,0,9,2,11,18,7,6,16,21,10,25,21,23,26,21,15,30]"""
"j2010_8,39,""[0,6,0,6,10,10,4,0,12,15,23,30,20,20,33,33,36,26,26,30,29,39]"""
"j2010_9,31,""[0,1,0,0,7,0,7,8,0,9,7,17,15,9,21,26,21,15,21,15,22,31]"""
"j2010_10,37,""[0,12,5,0,0,1,0,18,1,10,15,19,17,32,32,27,21,21,20,22,24,37]"""
"j2011_1,28,""[0,0,0,0,0,0,0,9,4,17,6,9,22,18,9,9,16,26,18,26,26,28]"""
"j2011_2,27,""[0,10,0,2,0,0,4,16,4,0,10,16,16,16,9,25,17,24,22,16,25,27]"""
"j2011_3,36,""[0,6,0,8,0,4,0,10,12,12,5,16,16,21,29,26,28,21,26,23,16,36]"""
"j2011_4,25,""[0,0,0,0,2,0,10,8,19,10,9,8,10,7,0,0,0,2,7,2,7,25]"""
"j2011_5,22,""[0,0,0,0,0,3,10,5,15,3,0,5,21,16,14,19,14,10,8,0,11,22]"""
"j2011_6,25,""[0,0,1,0,2,0,0,6,2,7,9,10,7,13,5,14,15,16,20,20,11,25]"""
"j2011_7,28,""[0,0,0,5,8,0,9,10,11,18,10,5,0,13,5,23,21,23,24,19,22,28]"""
"j2011_8,34,""[0,2,0,0,6,4,6,0,10,9,15,20,14,18,28,28,31,31,20,28,18,34]"""
"j2011_9,29,""[0,0,0,8,0,0,1,7,7,7,10,14,13,18,25,25,19,23,20,16,20,29]"""
"j2011_10,30,""[0,0,0,5,0,0,0,10,5,7,10,17,10,25,28,20,27,16,18,19,14,30]"""
"j2012_1,28,""[0,0,0,0,0,0,0,0,0,10,0,9,10,18,9,10,7,26,18,7,0,28]"""
"j2012_2,26,""[0,0,0,0,0,0,0,10,4,0,10,16,17,15,0,24,16,24,23,16,24,26]"""
"j2012_3,33,""[0,0,0,0,0,0,0,4,10,0,3,10,10,19,25,20,25,19,20,21,13,33]"""
"j2012_4,25,""[0,0,0,0,2,0,10,8,19,10,24,9,10,0,9,0,0,3,3,3,0,25]"""
"j2012_5,22,""[0,0,0,0,0,3,0,5,15,3,0,0,21,16,12,8,4,11,3,0,0,22]"""
"j2012_6,24,""[0,0,0,0,0,0,0,5,0,3,5,9,8,12,7,12,14,15,19,9,15,24]"""
"j2012_7,28,""[0,0,0,0,5,0,9,0,18,18,0,0,0,19,3,23,21,23,24,24,22,28]"""
"j2012_8,34,""[0,0,0,0,0,0,0,0,10,9,10,18,14,18,28,31,25,23,20,28,18,34]"""
"j2012_9,29,""[0,0,0,0,0,0,0,7,0,7,7,15,13,15,25,25,19,15,20,15,15,29]"""
"j2012_10,29,""[0,0,0,0,0,0,0,5,0,2,10,11,10,20,27,19,16,11,11,12,10,29]"""
"j2013_1,46,""[0,0,18,0,18,9,0,9,26,25,18,9,39,28,24,28,28,44,36,36,38,46]"""
"j2013_2,59,""[0,0,10,19,10,33,23,22,31,0,40,42,51,32,41,11,41,25,19,49,11,59]"""
"j2013_3,47,""[0,0,0,9,31,38,14,9,8,16,16,33,23,46,44,42,39,25,23,30,16,47]"""
"j2013_4,35,""[0,0,6,11,13,0,12,12,8,20,29,33,26,31,28,20,26,8,10,31,0,35]"""
j2013_5,,
"j2013_6,41,""[0,0,6,15,7,23,0,12,17,17,9,21,34,27,23,39,25,25,24,31,15,41]"""
"j2013_7,44,""[0,0,9,12,0,4,12,8,26,5,16,36,5,35,4,37,37,41,37,16,26,44]"""
"j2013_8,57,""[0,15,10,0,0,25,9,29,0,41,32,27,27,39,43,29,17,18,49,49,46,57]"""
"j2013_9,61,""[0,0,33,8,15,0,8,8,23,28,22,34,34,36,55,46,52,56,52,44,53,61]"""
"j2013_10,40,""[0,0,0,2,9,12,17,25,25,35,20,16,36,16,12,5,39,37,34,38,20,40]"""
"j2014_1,28,""[0,0,0,0,8,0,7,0,9,15,15,9,23,18,11,9,16,26,18,26,26,28]"""
"j2014_2,34,""[0,0,3,0,10,10,12,11,12,0,24,17,29,21,14,12,26,29,12,24,13,34]"""
"j2014_3,29,""[0,0,0,9,0,2,20,1,6,14,13,8,22,28,24,22,21,24,11,14,15,29]"""
"j2014_4,21,""[0,0,0,6,8,0,6,6,4,15,14,19,14,14,16,8,15,0,7,17,0,21]"""
"j2014_5,22,""[0,0,7,1,0,6,2,0,6,11,8,0,15,12,13,8,15,11,12,13,0,22]"""
"j2014_6,26,""[0,0,0,7,6,15,0,13,0,9,17,6,19,20,18,19,11,15,21,9,24,26]"""
"j2014_7,27,""[0,0,4,8,0,9,4,12,5,0,13,14,12,7,9,17,23,24,23,16,13,27]"""
"j2014_8,36,""[0,0,11,0,0,9,0,9,0,19,2,12,26,18,16,10,16,19,28,27,6,36]"""
"j2014_9,35,""[0,7,13,0,0,0,8,7,8,11,14,14,18,22,28,28,18,15,16,27,14,35]"""
"j2014_10,24,""[0,5,0,0,0,7,7,7,11,22,18,10,16,15,14,7,23,21,21,18,19,24]"""
"j2015_1,28,""[0,0,0,0,4,0,0,0,10,12,0,9,24,18,9,9,7,26,18,26,21,28]"""
"j2015_2,29,""[0,0,0,0,10,10,9,9,18,0,18,14,24,21,14,19,21,10,24,19,10,29]"""
"j2015_3,27,""[0,0,0,8,0,8,13,0,0,13,9,20,16,25,23,15,20,17,9,9,0,27]"""
"j2015_4,21,""[0,0,0,6,8,0,0,6,4,15,8,15,8,13,15,7,16,13,6,0,0,21]"""
"j2015_5,22,""[0,0,1,0,0,6,0,0,6,6,4,0,10,12,10,7,7,12,7,1,8,22]"""
"j2015_6,26,""[0,0,0,7,0,15,0,5,0,9,2,0,19,19,15,19,9,15,10,6,8,26]"""
"j2015_7,23,""[0,0,0,5,0,7,0,4,6,0,5,15,9,4,9,16,19,16,19,13,9,23]"""
"j2015_8,32,""[0,0,2,0,0,9,0,0,0,11,10,9,20,14,11,11,7,17,24,24,22,32]"""
"j2015_9,29,""[0,5,8,0,0,0,0,0,8,7,9,9,18,19,28,15,20,10,28,21,13,29]"""
